reason: unexpected exit code -6
--- stdout ---
CHENEY GENERATOR!
--- stderr ---
alloc_pos 8
alloc_pos 1040
alloc_pos 2072
alloc_pos 3104
alloc_pos 4136
alloc_pos 5168
alloc_pos 5184
alloc_pos 5200
alloc_pos 5216
alloc_pos 5232
alloc_pos 5248
alloc_pos 5264
alloc_pos 5280
alloc_pos 5296
alloc_pos 5312
alloc_pos 5328
alloc_pos 5344
alloc_pos 5360
alloc_pos 5376
alloc_pos 5392
alloc_pos 5408
alloc_pos 5424
alloc_pos 5440
alloc_pos 5456
alloc_pos 5472
alloc_pos 5488
alloc_pos 5504
alloc_pos 5520
alloc_pos 5536
alloc_pos 5552
alloc_pos 5568
alloc_pos 5584
alloc_pos 5600
alloc_pos 5616
alloc_pos 5632
alloc_pos 5648
alloc_pos 5664
alloc_pos 5680
alloc_pos 5696
alloc_pos 5712
alloc_pos 5728
alloc_pos 5744
alloc_pos 5760
alloc_pos 5776
alloc_pos 5792
alloc_pos 5808
alloc_pos 5824
alloc_pos 5840
alloc_pos 5856
alloc_pos 5872
alloc_pos 5888
alloc_pos 5904
alloc_pos 5920
alloc_pos 5936
alloc_pos 5952
alloc_pos 5968
alloc_pos 5984
alloc_pos 6000
alloc_pos 6016
alloc_pos 6032
alloc_pos 6048
alloc_pos 6064
alloc_pos 6080
alloc_pos 6096
alloc_pos 6112
alloc_pos 6128
alloc_pos 6144
alloc_pos 6160
alloc_pos 6176
alloc_pos 6192
alloc_pos 6208
alloc_pos 6224
alloc_pos 6240
alloc_pos 6256
alloc_pos 6272
alloc_pos 6288
alloc_pos 6304
alloc_pos 6320
alloc_pos 6336
alloc_pos 6352
alloc_pos 6368
alloc_pos 6384
alloc_pos 6400
alloc_pos 6416
alloc_pos 6432
alloc_pos 6448
alloc_pos 6464
alloc_pos 6480
alloc_pos 6496
alloc_pos 6512
alloc_pos 6528
alloc_pos 6544
alloc_pos 6560
alloc_pos 6576
alloc_pos 6592
alloc_pos 6608
alloc_pos 6624
alloc_pos 6640
alloc_pos 6656
alloc_pos 6672
alloc_pos 6688
alloc_pos 6704
alloc_pos 6720
alloc_pos 6736
alloc_pos 6752
alloc_pos 6768
alloc_pos 6784
alloc_pos 6800
alloc_pos 6816
alloc_pos 6832
alloc_pos 6848
alloc_pos 6864
alloc_pos 6880
alloc_pos 6896
alloc_pos 6912
alloc_pos 6928
alloc_pos 6944
alloc_pos 6960
alloc_pos 6976
alloc_pos 6992
alloc_pos 7008
alloc_pos 7024
alloc_pos 7040
alloc_pos 7056
alloc_pos 7072
alloc_pos 7088
alloc_pos 7104
alloc_pos 7120
alloc_pos 7136
alloc_pos 7152
alloc_pos 7168
alloc_pos 7184
alloc_pos 7200
alloc_pos 7216
alloc_pos 7232
alloc_pos 7248
alloc_pos 7264
alloc_pos 7280
alloc_pos 7296
alloc_pos 7312
alloc_pos 7328
alloc_pos 7344
alloc_pos 7360
alloc_pos 7376
alloc_pos 7392
alloc_pos 7408
alloc_pos 7424
alloc_pos 7440
alloc_pos 7456
alloc_pos 7472
alloc_pos 7488
alloc_pos 7504
alloc_pos 7520
alloc_pos 7536
alloc_pos 7552
alloc_pos 7568
alloc_pos 7584
alloc_pos 7600
alloc_pos 7616
alloc_pos 7632
