reason: unexpected exit code -6
--- stdout ---
CHENEY GENERATOR!
--- stderr ---
alloc_pos 8
alloc_pos 1040
alloc_pos 2072
alloc_pos 3104
alloc_pos 4136
alloc_pos 5168
alloc_pos 5432
alloc_pos 5576
alloc_pos 5764
alloc_pos 5876
alloc_pos 5984
alloc_pos 6180
alloc_pos 6248
alloc_pos 6364
alloc_pos 6520
alloc_pos 6684
alloc_pos 6940
alloc_pos 7132
alloc_pos 7276
alloc_pos 7512
alloc_pos 7560
alloc_pos 7600
alloc_pos 7792
alloc_pos 8020
alloc_pos 8148
alloc_pos 8196
alloc_pos 8428
alloc_pos 8556
alloc_pos 8740
alloc_pos 8952
alloc_pos 9216
alloc_pos 9268
alloc_pos 9500
alloc_pos 9744
alloc_pos 9968
alloc_pos 10080
alloc_pos 10300
alloc_pos 10432
alloc_pos 10476
alloc_pos 10580
alloc_pos 10680
alloc_pos 10740
alloc_pos 10920
alloc_pos 11128
alloc_pos 11272
alloc_pos 11308
alloc_pos 11544
alloc_pos 11780
alloc_pos 11924
alloc_pos 12016
alloc_pos 12272
alloc_pos 12304
alloc_pos 12532
alloc_pos 12696
alloc_pos 12756
alloc_pos 12880
alloc_pos 12924
alloc_pos 12968
alloc_pos 13228
alloc_pos 13432
alloc_pos 13492
alloc_pos 13548
alloc_pos 13780
alloc_pos 13988
alloc_pos 14240
alloc_pos 14380
alloc_pos 14456
alloc_pos 14640
alloc_pos 14800
alloc_pos 14872
alloc_pos 14964
alloc_pos 15184
alloc_pos 15272
alloc_pos 15460
alloc_pos 15688
alloc_pos 15944
alloc_pos 15992
alloc_pos 16176
alloc_pos 16200
alloc_pos 16444
alloc_pos 16616
alloc_pos 16692
alloc_pos 16852
alloc_pos 17084
alloc_pos 17176
alloc_pos 17424
alloc_pos 17680
alloc_pos 17736
alloc_pos 17864
alloc_pos 17964
alloc_pos 18140
alloc_pos 18332
alloc_pos 18524
alloc_pos 18564
alloc_pos 18616
alloc_pos 18856
alloc_pos 19092
alloc_pos 19284
alloc_pos 19344
alloc_pos 19544
alloc_pos 19632
alloc_pos 19776
alloc_pos 19860
alloc_pos 19996
alloc_pos 20140
alloc_pos 20264
alloc_pos 20324
alloc_pos 20504
alloc_pos 20564
alloc_pos 20684
alloc_pos 20720
alloc_pos 20760
alloc_pos 20972
alloc_pos 21172
alloc_pos 21340
alloc_pos 21496
alloc_pos 21760
alloc_pos 22008
alloc_pos 22120
alloc_pos 22348
alloc_pos 22476
alloc_pos 22732
alloc_pos 22956
alloc_pos 23052
alloc_pos 23092
alloc_pos 23208
alloc_pos 23364
alloc_pos 23616
alloc_pos 23692
alloc_pos 23956
alloc_pos 24088
alloc_pos 24248
alloc_pos 24424
alloc_pos 24556
alloc_pos 24684
alloc_pos 24944
alloc_pos 25152
alloc_pos 25196
alloc_pos 25404
alloc_pos 25544
alloc_pos 25716
alloc_pos 25908
alloc_pos 25948
alloc_pos 26136
alloc_pos 26224
alloc_pos 26260
alloc_pos 26328
alloc_pos 26560
alloc_pos 26768
alloc_pos 26924
alloc_pos 27176
alloc_pos 27340
alloc_pos 27376
alloc_pos 27536
alloc_pos 27708
alloc_pos 27876
alloc_pos 27936
alloc_pos 27996
alloc_pos 28024
alloc_pos 28280
alloc_pos 28452
alloc_pos 28700
alloc_pos 28944
alloc_pos 29188
alloc_pos 29388
alloc_pos 29496
alloc_pos 29592
alloc_pos 29700
alloc_pos 29764
alloc_pos 29884
alloc_pos 30124
alloc_pos 30256
alloc_pos 30400
alloc_pos 30528
alloc_pos 30688
alloc_pos 30804
alloc_pos 30956
alloc_pos 31188
alloc_pos 31444
alloc_pos 31512
alloc_pos 31764
alloc_pos 31832
alloc_pos 31944
alloc_pos 32032
alloc_pos 32140
alloc_pos 32252
alloc_pos 32388
alloc_pos 32580
alloc_pos 32620
alloc_pos -1

