reason: unexpected exit code -6
--- stdout ---
CHENEY GENERATOR!
--- stderr ---
alloc_pos 8
alloc_pos 1040
alloc_pos 2072
alloc_pos 3104
alloc_pos 4136
alloc_pos 5168
alloc_pos 5432
alloc_pos 5536
alloc_pos 5800
alloc_pos 5860
alloc_pos 5984
alloc_pos 6172
alloc_pos 6208
alloc_pos 6248
alloc_pos 6480
alloc_pos 6640
alloc_pos 6688
alloc_pos 6804
alloc_pos 6976
alloc_pos 7012
alloc_pos 7268
alloc_pos 7420
alloc_pos 7496
alloc_pos 7528
alloc_pos 7572
alloc_pos 7704
alloc_pos 7832
alloc_pos 7872
alloc_pos 7956
alloc_pos 8000
alloc_pos 8164
alloc_pos 8296
alloc_pos 8332
alloc_pos 8564
alloc_pos 8732
alloc_pos 8784
alloc_pos 9048
alloc_pos 9128
alloc_pos 9312
alloc_pos 9496
alloc_pos 9668
alloc_pos 9932
alloc_pos 9968
alloc_pos 10136
alloc_pos 10308
alloc_pos 10432
alloc_pos 10468
alloc_pos 10548
alloc_pos 10580
alloc_pos 10744
alloc_pos 10984
alloc_pos 11040
alloc_pos 11136
alloc_pos 11264
alloc_pos 11324
alloc_pos 11484
alloc_pos 11536
alloc_pos 11704
alloc_pos 11804
alloc_pos 11968
alloc_pos 12200
alloc_pos 12396
alloc_pos 12464
alloc_pos 12512
alloc_pos 12684
alloc_pos 12852
alloc_pos 13036
alloc_pos 13108
alloc_pos 13224
alloc_pos 13272
alloc_pos 13436
alloc_pos 13640
alloc_pos 13680
alloc_pos 13848
alloc_pos 13884
alloc_pos 14064
alloc_pos 14140
alloc_pos 14288
alloc_pos 14484
alloc_pos 14644
alloc_pos 14776
alloc_pos 14996
alloc_pos 15100
alloc_pos 15240
alloc_pos 15412
alloc_pos 15672
alloc_pos 15812
alloc_pos 15928
alloc_pos 16028
alloc_pos 16112
alloc_pos 16336
alloc_pos 16404
alloc_pos 16604
alloc_pos 16824
alloc_pos 16908
alloc_pos 16952
alloc_pos 17120
alloc_pos 17220
alloc_pos 17376
alloc_pos 17524
alloc_pos 17772
alloc_pos 17880
alloc_pos 18088
alloc_pos 18224
alloc_pos 18320
alloc_pos 18496
alloc_pos 18536
alloc_pos 18588
alloc_pos 18740
alloc_pos 18868
alloc_pos 18932
alloc_pos 19148
alloc_pos 19256
alloc_pos 19316
alloc_pos 19576
alloc_pos 19724
alloc_pos 19852
alloc_pos 19884
alloc_pos 20076
alloc_pos 20116
alloc_pos 20332
alloc_pos 20496
alloc_pos 20664
alloc_pos 20888
alloc_pos 21136
alloc_pos 21368
alloc_pos 21472
alloc_pos 21580
alloc_pos 21780
alloc_pos 21892
alloc_pos 22068
alloc_pos 22216
alloc_pos 22388
alloc_pos 22616
alloc_pos 22756
alloc_pos 22796
alloc_pos 23032
alloc_pos 23076
alloc_pos 23340
alloc_pos 23432
alloc_pos 23576
alloc_pos 23776
alloc_pos 23968
alloc_pos 24008
alloc_pos 24044
alloc_pos 24252
alloc_pos 24452
alloc_pos 24552
alloc_pos 24740
alloc_pos 24908
alloc_pos 25104
alloc_pos 25336
alloc_pos 25472
alloc_pos 25568
alloc_pos 25772
alloc_pos 25892
alloc_pos 26140
alloc_pos 26332
alloc_pos 26444
alloc_pos 26472
